file,url,boxes,is_primary,Is there a face?,Hard to spot?_gt,Accident or design?_gt,Emotion?_gt,Person or creature?_gt,Gender?_gt,Amusing?_gt,Common?,Flags,num_boxes,train,split,image_path_gt,key,image_path_predfile,model,error,latency_ms,Hard to spot?_predfile,Accident or design?_predfile,Emotion?_predfile,Person or creature?_predfile,Gender?_predfile,Amusing?_predfile,_raw,image_path,Hard to spot?_gt_raw,Hard to spot?_pred_raw,Hard to spot?_gt_norm,Hard to spot?_pred_norm,Hard to spot?_is_valid,Hard to spot?_pred,Accident or design?_gt_raw,Accident or design?_pred_raw,Accident or design?_gt_norm,Accident or design?_pred_norm,Accident or design?_is_valid,Accident or design?_pred,Emotion?_gt_raw,Emotion?_pred_raw,Emotion?_gt_norm,Emotion?_pred_norm,Emotion?_is_valid,Emotion?_pred,Person or creature?_gt_raw,Person or creature?_pred_raw,Person or creature?_gt_norm,Person or creature?_pred_norm,Person or creature?_is_valid,Person or creature?_pred,Gender?_gt_raw,Gender?_pred_raw,Gender?_gt_norm,Gender?_pred_norm,Gender?_is_valid,Gender?_pred,Amusing?_gt_raw,Amusing?_pred_raw,Amusing?_gt_norm,Amusing?_pred_norm,Amusing?_is_valid,Amusing?_pred
000004940.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004940.jpg,"[[258, 107, 172, 116]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,3,000004940.jpg,000004940.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000004940.jpg,gemini-2.5-flash-lite,,1514.0,Hard,Accident,Neutral,Other,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000004940.jpg,Hard,Hard,Hard,Hard,True,Hard,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Alien,Other,Alien,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,No,No,No,True,No
000003261.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003261.jpg,"[[241, 188, 203, 181]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,3,000003261.jpg,000003261.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003261.jpg,gemini-2.5-flash-lite,,1264.0,Easy,Accident,Neutral,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003261.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Accident,Design,Accident,True,Accident,Happy,Neutral,Happy,Neutral,True,Neutral,Other,Cartoon,Other,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000016692.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016692.jpg,"[[202, 118, 255, 284]]",[True],Yes,Easy,Accident,Neutral,Human-Young,Male,No,Uncommon,['Interesting'],1,False,3,000016692.jpg,000016692.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000016692.jpg,gemini-2.5-flash-lite,non_json_response,951.0,,,,,,,"```json
{
  ""Hard to spot?"": ""Easy"",
  ""Accident or design?"": ""Accident"",
  ""Emotion?"": ""Other"",
  ""Person or creature?"": ""Other"",
  ""Gender?"": ""Neutral"",
  ""Amusing?"": ""Yes""
}
```",/Users/precioux/Desktop/Creativity/FacesInThings/images/000016692.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Young,,Human-Young,,False,,Male,,Male,,False,,No,,No,,False,
000010142.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010142.jpg,"[[321, 211, 93, 87]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,No,Common,,1,False,1,000010142.jpg,000010142.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000010142.jpg,gemini-2.5-flash-lite,,1483.0,Easy,Design,Neutral,Animal,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000010142.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Neutral,Happy,Neutral,True,Neutral,Animal,Animal,Animal,Animal,True,Animal,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000019731.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019731.jpg,"[[157, 186, 63, 87]]",[True],Yes,Easy,Accident,Happy,Robot,Neutral,No,Common,,1,True,2,000019731.jpg,000019731.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000019731.jpg,gemini-2.5-flash-lite,,1206.0,Easy,Design,Happy,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000019731.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Design,Accident,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Robot,Other,Robot,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000023004.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023004.jpg,"[[244, 140, 162, 210]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Common,['NSFW'],1,True,0,000023004.jpg,000023004.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000023004.jpg,gemini-2.5-flash-lite,,1268.0,Medium,Accident,Neutral,Animal,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000023004.jpg,Medium,Medium,Medium,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Animal,Animal,Animal,Animal,True,Animal,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000003440.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003440.jpg,"[[175, 197, 47, 55], [289, 195, 43, 46]]","[True, False]",Several,Easy,Design,Happy,Human-Adult,Male,Somewhat,Somewhat,,2,False,3,000003440.jpg,000003440.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003440.jpg,gemini-2.5-flash-lite,,2298.0,Easy,Design,Happy,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003440.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Human-Adult,Other,Human-Adult,Other,True,Other,Male,Neutral,Male,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000003904.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003904.jpg,"[[113, 153, 242, 281]]",[True],Yes,Medium,Design,Scared,Animal,Neutral,No,Uncommon,,1,False,3,000003904.jpg,000003904.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003904.jpg,gemini-2.5-flash-lite,,1733.0,Easy,Design,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003904.jpg,Medium,Easy,Medium,Easy,True,Easy,Design,Design,Design,Design,True,Design,Scared,Neutral,Scared,Neutral,True,Neutral,Animal,Other,Animal,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000001013.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001013.jpg,"[[144, 146, 218, 243]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,No,Common,,1,True,1,000001013.jpg,000001013.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000001013.jpg,gemini-2.5-flash-lite,,1476.0,Easy,Design,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000001013.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Neutral,Happy,Neutral,True,Neutral,Animal,Other,Animal,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000014594.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014594.jpg,"[[95, 201, 346, 265]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,False,2,000014594.jpg,000014594.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000014594.jpg,gemini-2.5-flash-lite,,1324.0,Easy,Design,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000014594.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Other,Other,Other,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000027632.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027632.jpg,"[[233, 193, 138, 173]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Male,Somewhat,Uncommon,,1,False,1,000027632.jpg,000027632.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000027632.jpg,gemini-2.5-flash-lite,,1247.0,Medium,Accident,Sad,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000027632.jpg,Hard,Medium,Hard,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Sad,Neutral,Sad,True,Sad,Human-Old,Other,Human-Old,Other,True,Other,Male,Neutral,Male,Neutral,True,Neutral,Somewhat,Somewhat,Somewhat,Somewhat,True,Somewhat
000017441.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017441.jpg,"[[210, 139, 171, 145]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Male,No,Uncommon,,1,True,2,000017441.jpg,000017441.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000017441.jpg,gemini-2.5-flash-lite,,1189.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000017441.jpg,Hard,Medium,Hard,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Human-Old,Other,Human-Old,Other,True,Other,Male,Neutral,Male,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000014657.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014657.jpg,"[[212, 206, 91, 95]]",[True],Yes,Easy,Accident,Neutral,Alien,Neutral,No,Common,['Interesting'],1,True,3,000014657.jpg,000014657.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000014657.jpg,gemini-2.5-flash-lite,,1308.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000014657.jpg,Easy,Medium,Easy,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Alien,Other,Alien,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000005382.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005382.jpg,"[[83.679, 197.85, 304.93, 254.582]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Neutral,Somewhat,Common,['Interesting'],1,True,1,000005382.jpg,000005382.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005382.jpg,gemini-2.5-flash-lite,,1607.0,Easy,Accident,Neutral,Animal,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005382.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Accident,Design,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Human-Adult,Animal,Human-Adult,Animal,True,Animal,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,No,Somewhat,No,True,No
000015687.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015687.jpg,"[[167, 291, 112, 75]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,,1,True,3,000015687.jpg,000015687.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015687.jpg,gemini-2.5-flash-lite,,1729.0,Easy,Design,Other,Animal,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015687.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Other,Neutral,Other,True,Other,Animal,Animal,Animal,Animal,True,Animal,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000005280.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005280.jpg,"[[109.917, 175.158, 287.911, 181.54]]",[True],Yes,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Common,['Interesting'],1,False,3,000005280.jpg,000005280.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005280.jpg,gemini-2.5-flash-lite,,1037.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005280.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Human-Adult,Cartoon,Human-Adult,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000022192.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022192.jpg,"[[133, 201, 202, 184]]",[True],Yes,Hard,Accident,Neutral,Robot,Neutral,No,Uncommon,,1,False,2,000022192.jpg,000022192.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000022192.jpg,gemini-2.5-flash-lite,,1193.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000022192.jpg,Hard,Medium,Hard,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Robot,Other,Robot,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000011039.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011039.jpg,"[[181, 176, 145, 162]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Uncommon,['Interesting'],1,False,1,000011039.jpg,000011039.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011039.jpg,gemini-2.5-flash-lite,,1030.0,Easy,Design,Angry,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011039.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Angry,Neutral,Angry,True,Angry,Other,Other,Other,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000027575.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027575.jpg,"[[211, 200, 93, 92]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,1,000027575.jpg,000027575.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000027575.jpg,gemini-2.5-flash-lite,,1742.0,Easy,Design,Happy,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000027575.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Other,Other,Other,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000027867.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027867.jpg,"[[179, 79, 125, 166]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,Somewhat,Somewhat,,1,True,0,000027867.jpg,000027867.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000027867.jpg,gemini-2.5-flash-lite,,1674.0,Easy,Design,Other,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000027867.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Other,Neutral,Other,True,Other,Human-Adult,Other,Human-Adult,Other,True,Other,Male,Neutral,Male,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000008951.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008951.jpg,"[[70, 16, 347, 472]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,False,2,000008951.jpg,000008951.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000008951.jpg,gemini-2.5-flash-lite,,1611.0,Easy,Design,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000008951.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Neutral,Happy,Neutral,True,Neutral,Other,Other,Other,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000020016.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000020016.jpg,"[[154, 285, 97, 60]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,False,0,000020016.jpg,000020016.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000020016.jpg,gemini-2.5-flash-lite,,1164.0,Easy,Design,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000020016.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Design,Accident,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Cartoon,Other,Cartoon,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000011260.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011260.jpg,"[[346, 253, 57, 57], [54, 255, 82, 77], [103, 146, 27, 32]]","[False, False, True]",Several,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],3,False,2,000011260.jpg,000011260.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011260.jpg,gemini-2.5-flash-lite,,1017.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011260.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Cartoon,Cartoon,Cartoon,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000004635.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004635.jpg,"[[211, 230, 58, 205], [270, 224, 93, 213]]","[False, True]",Several,Easy,Accident,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],2,True,3,000004635.jpg,000004635.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000004635.jpg,gemini-2.5-flash-lite,,1041.0,Easy,Accident,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000004635.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Animal,Other,Animal,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000026267.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026267.jpg,"[[163, 143, 200, 220]]",[True],Yes,Easy,Design,Scared,Robot,Neutral,Somewhat,Somewhat,,1,True,1,000026267.jpg,000026267.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000026267.jpg,gemini-2.5-flash-lite,,2388.0,Easy,Design,Surprised,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000026267.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Scared,Surprised,Scared,Surprised,True,Surprised,Robot,Other,Robot,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000003891.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003891.jpg,"[[291, 166, 156, 133]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Male,Somewhat,Uncommon,,1,True,2,000003891.jpg,000003891.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003891.jpg,gemini-2.5-flash-lite,,1647.0,Medium,Accident,Neutral,Animal,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003891.jpg,Hard,Medium,Hard,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Human-Old,Animal,Human-Old,Animal,True,Animal,Male,Neutral,Male,Neutral,True,Neutral,Somewhat,Somewhat,Somewhat,Somewhat,True,Somewhat
000022212.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022212.jpg,"[[120, 86, 251, 239]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,No,Common,,1,False,0,000022212.jpg,000022212.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000022212.jpg,gemini-2.5-flash-lite,,963.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000022212.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Neutral,Happy,Neutral,True,Neutral,Cartoon,Cartoon,Cartoon,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000013103.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013103.jpg,"[[316, 165, 180, 170]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,3,000013103.jpg,000013103.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000013103.jpg,gemini-2.5-flash-lite,,1010.0,Medium,Accident,Neutral,Other,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000013103.jpg,Hard,Medium,Hard,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Animal,Other,Animal,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,No,No,No,True,No
000018640.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018640.jpg,"[[71, 171, 107, 168]]",[True],Yes,Easy,Accident,Neutral,Human-Adult,Male,No,Uncommon,,1,True,0,000018640.jpg,000018640.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000018640.jpg,gemini-2.5-flash-lite,,1279.0,Medium,Design,Neutral,Human-Old,Male,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000018640.jpg,Easy,Medium,Easy,Medium,True,Medium,Accident,Design,Accident,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Human-Adult,Human-Old,Human-Adult,Human-Old,True,Human-Old,Male,Male,Male,Male,True,Male,No,No,No,No,True,No
000009832.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009832.jpg,"[[134, 320, 253, 175]]",[True],Yes,Easy,Design,Neutral,Human-Young,Male,No,Common,,1,True,1,000009832.jpg,000009832.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000009832.jpg,gemini-2.5-flash-lite,,1341.0,Easy,Design,Neutral,Cartoon,Male,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000009832.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Human-Young,Cartoon,Human-Young,Cartoon,True,Cartoon,Male,Male,Male,Male,True,Male,No,Yes,No,Yes,True,Yes
000026057.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026057.jpg,"[[13, 163, 224, 260]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Somewhat,,1,False,1,000026057.jpg,000026057.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000026057.jpg,gemini-2.5-flash-lite,,1061.0,Easy,Design,Neutral,Animal,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000026057.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Animal,Animal,Animal,Animal,True,Animal,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000005101.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005101.jpg,"[[221.252, 212.742, 84.388, 89.352]]",[True],Yes,Hard,Accident,Sad,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,False,2,000005101.jpg,000005101.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005101.jpg,gemini-2.5-flash-lite,,1226.0,Medium,Accident,Neutral,Human-Old,Male,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005101.jpg,Hard,Medium,Hard,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Sad,Neutral,Sad,Neutral,True,Neutral,Human-Adult,Human-Old,Human-Adult,Human-Old,True,Human-Old,Neutral,Male,Neutral,Male,True,Male,Somewhat,Somewhat,Somewhat,Somewhat,True,Somewhat
000005113.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005113.jpg,"[[37.584, 217.706, 159.557, 141.119]]",[True],Yes,Medium,Accident,Angry,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1,000005113.jpg,000005113.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005113.jpg,gemini-2.5-flash-lite,,949.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005113.jpg,Medium,Medium,Medium,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Angry,Neutral,Angry,Neutral,True,Neutral,Animal,Other,Animal,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,Somewhat,Somewhat,Somewhat,True,Somewhat
000007530.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007530.jpg,"[[82.97, 121.972, 312.022, 212.743]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Common,,1,False,2,000007530.jpg,000007530.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000007530.jpg,gemini-2.5-flash-lite,,1398.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000007530.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Cartoon,Cartoon,Cartoon,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000014983.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014983.jpg,"[[197, 188, 110, 157]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,1,000014983.jpg,000014983.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000014983.jpg,gemini-2.5-flash-lite,,1047.0,Easy,Accident,Happy,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000014983.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Accident,Design,Accident,True,Accident,Happy,Happy,Happy,Happy,True,Happy,Other,Other,Other,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
