file,url,boxes,is_primary,Is there a face?,Hard to spot?_gt,Accident or design?_gt,Emotion?_gt,Person or creature?_gt,Gender?_gt,Amusing?_gt,Common?,Flags,num_boxes,train,split,image_path_gt,key,image_path_predfile,model,latency_ms,error,_raw,Hard to spot?_predfile,Accident or design?_predfile,Emotion?_predfile,Person or creature?_predfile,Gender?_predfile,Amusing?_predfile,image_path,Hard to spot?_gt_raw,Hard to spot?_pred_raw,Hard to spot?_gt_norm,Hard to spot?_pred_norm,Hard to spot?_is_valid,Hard to spot?_pred,Accident or design?_gt_raw,Accident or design?_pred_raw,Accident or design?_gt_norm,Accident or design?_pred_norm,Accident or design?_is_valid,Accident or design?_pred,Emotion?_gt_raw,Emotion?_pred_raw,Emotion?_gt_norm,Emotion?_pred_norm,Emotion?_is_valid,Emotion?_pred,Person or creature?_gt_raw,Person or creature?_pred_raw,Person or creature?_gt_norm,Person or creature?_pred_norm,Person or creature?_is_valid,Person or creature?_pred,Gender?_gt_raw,Gender?_pred_raw,Gender?_gt_norm,Gender?_pred_norm,Gender?_is_valid,Gender?_pred,Amusing?_gt_raw,Amusing?_pred_raw,Amusing?_gt_norm,Amusing?_pred_norm,Amusing?_is_valid,Amusing?_pred
000017883.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017883.jpg,"[[107, 9, 314, 186]]",[True],Yes,Medium,Accident,Angry,Robot,Male,Somewhat,Uncommon,,1,True,0,000017883.jpg,000017883.jpg,,,,,,,,,,,,000017883.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Angry,,Angry,,False,,Robot,,Robot,,False,,Male,,Male,,False,,Somewhat,,Somewhat,,False,
000000199.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000199.jpg,"[[35, 192, 330, 232]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,3,000000199.jpg,000000199.jpg,/mnt/mahdipou/test/FacesInThings/images/000000199.jpg,qwen2.5vl,40064.0,no_face,no face,,,,,,,/mnt/mahdipou/test/FacesInThings/images/000000199.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000022053.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022053.jpg,"[[152, 183, 84, 86]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,False,1,000022053.jpg,000022053.jpg,,,,,,,,,,,,000022053.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000001018.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001018.jpg,"[[164, 242, 143, 98]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,No,Common,,1,True,2,000001018.jpg,000001018.jpg,,,,,,,,,,,,000001018.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Human-Adult,,Human-Adult,,False,,Male,,Male,,False,,No,,No,,False,
000011363.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011363.jpg,"[[145, 145, 240, 198]]",[True],Yes,Easy,Design,Happy,Robot,Neutral,No,Common,,1,False,1,000011363.jpg,000011363.jpg,,,,,,,,,,,,000011363.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000023833.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023833.jpg,"[[113, 149, 265, 248]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,2,000023833.jpg,000023833.jpg,,,,,,,,,,,,000023833.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000026002.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026002.jpg,"[[158, 133, 191, 281]]",[True],Yes,Hard,Accident,Surprised,Alien,Neutral,No,Uncommon,,1,False,3,000026002.jpg,000026002.jpg,,,,,,,,,,,,000026002.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Surprised,,Surprised,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000005921.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005921.jpg,"[[168.776, 124.809, 208.487, 172.321]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,Yes,Uncommon,['Interesting'],1,False,1,000005921.jpg,000005921.jpg,,,,,,,,,,,,000005921.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,Yes,,Yes,,False,
000007329.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007329.jpg,"[[231.889, 95.025, 129.773, 241.108]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2,000007329.jpg,000007329.jpg,,,,,,,,,,,,000007329.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Old,,Human-Old,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000005246.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005246.jpg,"[[72.332, 102.825, 256.71, 213.452]]",[True],Yes,Medium,,Scared,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2,000005246.jpg,000005246.jpg,,,,,,,,,,,,000005246.jpg,Medium,,Medium,,False,,,,,,False,,Scared,,Scared,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000024179.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024179.jpg,"[[140, 143, 125, 140], [291, 178, 74, 143]]","[True, False]",Several,Easy,Accident,Scared,Human-Old,Male,No,Common,['Interesting'],2,False,0,000024179.jpg,000024179.jpg,,,,,,,,,,,,000024179.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Scared,,Scared,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,No,,No,,False,
000011377.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011377.jpg,"[[99, 105, 338, 288]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,False,1,000011377.jpg,000011377.jpg,,,,,,,,,,,,000011377.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000023249.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023249.jpg,"[[138, 172, 234, 217]]",[True],Yes,Medium,Design,Neutral,Robot,Neutral,No,Somewhat,,1,True,0,000023249.jpg,000023249.jpg,,,,,,,,,,,,000023249.jpg,Medium,,Medium,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000018725.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018725.jpg,"[[17, 84, 339, 248]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,True,2,000018725.jpg,000018725.jpg,,,,,,,,,,,,000018725.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000017705.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017705.jpg,"[[0, 169, 65, 90], [183, 153, 154, 133]]","[False, True]",Several,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],2,False,2,000017705.jpg,000017705.jpg,,,,,,,,,,,,000017705.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000003771.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003771.jpg,"[[174, 175, 178, 200]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,3,000003771.jpg,000003771.jpg,,,,,,,,,,,,000003771.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000009453.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009453.jpg,"[[128, 106, 292, 379]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,,1,True,2,000009453.jpg,000009453.jpg,,,,,,,,,,,,000009453.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000024632.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024632.jpg,"[[61, 139, 414, 120]]",[True],Yes,Medium,Accident,Happy,Robot,Neutral,No,Somewhat,,1,True,3,000024632.jpg,000024632.jpg,,,,,,,,,,,,000024632.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Happy,,Happy,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000020762.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000020762.jpg,"[[252, 248, 27, 22]]",[True],Yes,Hard,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],1,True,2,000020762.jpg,000020762.jpg,,,,,,,,,,,,000020762.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000012618.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012618.jpg,"[[189, 220, 78, 127]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0,000012618.jpg,000012618.jpg,,,,,,,,,,,,000012618.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000003817.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003817.jpg,"[[298, 114, 87, 49]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,No,Common,,1,True,1,000003817.jpg,000003817.jpg,,,,,,,,,,,,000003817.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Human-Adult,,Human-Adult,,False,,Male,,Male,,False,,No,,No,,False,
000004023.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004023.jpg,"[[123, 96, 252, 204]]",[True],Yes,Easy,Accident,Neutral,Human-Old,Male,No,Common,['Interesting'],1,True,3,000004023.jpg,000004023.jpg,,,,,,,,,,,,000004023.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,No,,No,,False,
000015629.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015629.jpg,"[[82, 125, 86, 82]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,1,000015629.jpg,000015629.jpg,,,,,,,,,,,,000015629.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000015264.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015264.jpg,"[[76, 43, 423, 448]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Somewhat,,1,True,2,000015264.jpg,000015264.jpg,,,,,,,,,,,,000015264.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000023474.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023474.jpg,"[[124, 151, 101, 173]]",[True],Yes,Hard,Accident,Neutral,Human-Adult,Male,No,Uncommon,,1,False,3,000023474.jpg,000023474.jpg,,,,,,,,,,,,000023474.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Adult,,Human-Adult,,False,,Male,,Male,,False,,No,,No,,False,
000010506.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010506.jpg,"[[235, 170, 99, 117], [210, 304, 132, 81]]","[True, False]",Several,Easy,Design,Happy,Robot,Neutral,No,Somewhat,,2,True,1,000010506.jpg,000010506.jpg,,,,,,,,,,,,000010506.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000016370.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016370.jpg,"[[105, 45, 294, 400]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Uncommon,,1,False,0,000016370.jpg,000016370.jpg,,,,,,,,,,,,000016370.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000009249.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009249.jpg,"[[124, 160, 240, 110]]",[True],Yes,Medium,Accident,Happy,Cartoon,Neutral,Somewhat,Common,,1,True,1,000009249.jpg,000009249.jpg,,,,,,,,,,,,000009249.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Happy,,Happy,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000012064.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012064.jpg,"[[121, 258, 176, 101]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,3,000012064.jpg,000012064.jpg,,,,,,,,,,,,000012064.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000017945.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017945.jpg,"[[172, 170, 158, 186]]",[True],Yes,Easy,Accident,Surprised,Robot,Neutral,No,Common,,1,True,0,000017945.jpg,000017945.jpg,,,,,,,,,,,,000017945.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Surprised,,Surprised,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000016368.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016368.jpg,"[[135, 194, 201, 251]]",[True],Yes,Easy,Design,Neutral,Robot,Neutral,No,Common,,1,True,3,000016368.jpg,000016368.jpg,,,,,,,,,,,,000016368.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000025167.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025167.jpg,"[[169, 237, 78, 101]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,No,Somewhat,,1,True,1,000025167.jpg,000025167.jpg,,,,,,,,,,,,000025167.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Human-Adult,,Human-Adult,,False,,Male,,Male,,False,,No,,No,,False,
000005447.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005447.jpg,"[[104.953, 229.762, 246.072, 174.449]]",[True],Yes,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Common,['Interesting'],1,True,1,000005447.jpg,000005447.jpg,,,,,,,,,,,,000005447.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Human-Adult,,Human-Adult,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000000080.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000080.jpg,"[[201, 202, 109, 145]]",[True],Yes,Easy,Design,Happy,Human-Adult,Male,Somewhat,Uncommon,['Interesting'],1,True,3,000000080.jpg,000000080.jpg,/mnt/mahdipou/test/FacesInThings/images/000000080.jpg,qwen2.5vl,46100.0,,,Medium,Design,Neutral,Human-Adult,Neutral,Yes,/mnt/mahdipou/test/FacesInThings/images/000000080.jpg,Easy,Medium,Easy,Medium,True,Medium,Design,Design,Design,Design,True,Design,Happy,Neutral,Happy,Neutral,True,Neutral,Human-Adult,Human-Adult,Human-Adult,Human-Adult,True,Human-Adult,Male,Neutral,Male,Neutral,True,Neutral,Somewhat,Yes,Somewhat,Yes,True,Yes
000012086.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012086.jpg,"[[339, 133, 37, 37], [109, 205, 18, 16], [335, 223, 31, 32], [271, 245, 37, 31]]","[False, False, False, True]",Several,Hard,Accident,Neutral,Human-Adult,Male,No,Common,['Interesting'],4,True,0,000012086.jpg,000012086.jpg,,,,,,,,,,,,000012086.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Adult,,Human-Adult,,False,,Male,,Male,,False,,No,,No,,False,
000005489.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005489.jpg,"[[108.499, 130.482, 183.667, 188.632]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,Somewhat,Common,['Interesting'],1,True,1,000005489.jpg,000005489.jpg,,,,,,,,,,,,000005489.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000011441.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011441.jpg,"[[160, 214, 178, 181]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,,1,True,0,000011441.jpg,000011441.jpg,,,,,,,,,,,,000011441.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000004230.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004230.jpg,"[[249, 110, 137, 134]]",[True],Yes,Medium,Accident,Neutral,Other,Neutral,No,Somewhat,,1,False,0,000004230.jpg,000004230.jpg,,,,,,,,,,,,000004230.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000024949.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024949.jpg,"[[127, 125, 143, 248]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,1,000024949.jpg,000024949.jpg,,,,,,,,,,,,000024949.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000004169.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004169.jpg,"[[370, 330, 56, 39]]",[True],Yes,Easy,Design,Neutral,Human-Young,Female,No,Uncommon,['Interesting'],1,True,3,000004169.jpg,000004169.jpg,,,,,,,,,,,,000004169.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Human-Young,,Human-Young,,False,,Female,,Female,,False,,No,,No,,False,
000010837.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010837.jpg,"[[0, 203, 98, 158], [108, 202, 125, 151]]","[False, True]",Several,Easy,Design,Sad,Other,Male,No,Uncommon,['Interesting'],2,True,2,000010837.jpg,000010837.jpg,,,,,,,,,,,,000010837.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Sad,,Sad,,False,,Other,,Other,,False,,Male,,Male,,False,,No,,No,,False,
000003770.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003770.jpg,"[[183, 104, 245, 279], [68, 238, 120, 108]]","[True, False]",Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Somewhat,,2,False,3,000003770.jpg,000003770.jpg,,,,,,,,,,,,000003770.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000022885.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022885.jpg,"[[69, 262, 229, 163]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,0,000022885.jpg,000022885.jpg,,,,,,,,,,,,000022885.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000011569.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011569.jpg,"[[116, 115, 101, 98]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,3,000011569.jpg,000011569.jpg,,,,,,,,,,,,000011569.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000008975.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008975.jpg,"[[319, 155, 45, 18]]",[True],Yes,Medium,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,True,3,000008975.jpg,000008975.jpg,,,,,,,,,,,,000008975.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000009680.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009680.jpg,"[[0, 143, 469, 236]]",[True],Yes,Easy,Accident,Neutral,Human-Young,Male,No,Common,['Interesting'],1,True,0,000009680.jpg,000009680.jpg,,,,,,,,,,,,000009680.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Young,,Human-Young,,False,,Male,,Male,,False,,No,,No,,False,
000012716.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012716.jpg,"[[178, 130, 281, 287]]",[True],Yes,Easy,Design,Surprised,Human-Old,Male,No,Somewhat,,1,True,1,000012716.jpg,000012716.jpg,,,,,,,,,,,,000012716.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Surprised,,Surprised,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,No,,No,,False,
000027879.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027879.jpg,"[[373, 130, 139, 148]]",[True],Yes,Hard,Accident,Happy,Alien,Neutral,No,Uncommon,,1,True,3,000027879.jpg,000027879.jpg,,,,,,,,,,,,000027879.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Happy,,Happy,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000005504.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005504.jpg,"[[202.814, 142.537, 174.449, 182.25]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Common,['Interesting'],1,False,3,000005504.jpg,000005504.jpg,,,,,,,,,,,,000005504.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000005353.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005353.jpg,"[[70.914, 120.554, 220.543, 273.019]]",[True],Yes,Hard,Accident,Disgusted,Human-Old,Male,Yes,Uncommon,['Interesting'],1,False,3,000005353.jpg,000005353.jpg,,,,,,,,,,,,000005353.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Disgusted,,Disgusted,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,Yes,,Yes,,False,
000005412.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005412.jpg,"[[167.357, 209.197, 185.795, 209.196]]",[True],Yes,Hard,,Surprised,Alien,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2,000005412.jpg,000005412.jpg,,,,,,,,,,,,000005412.jpg,Hard,,Hard,,False,,,,,,False,,Surprised,,Surprised,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000007255.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007255.jpg,"[[156.72, 133.319, 192.178, 165.229]]",[True],Yes,Hard,Accident,Happy,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1,000007255.jpg,000007255.jpg,,,,,,,,,,,,000007255.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Happy,,Happy,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000008459.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008459.jpg,"[[0, 54, 317, 457]]",[True],Yes,Easy,Accident,Neutral,Animal,,No,Common,['Interesting'],1,True,3,000008459.jpg,000008459.jpg,,,,,,,,,,,,000008459.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,,,,,False,,No,,No,,False,
000008489.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008489.jpg,"[[40, 201, 200, 181], [332, 133, 121, 115], [322, 304, 38, 46], [383, 324, 25, 32], [411, 322, 28, 31], [458, 313, 40, 47]]","[True, False, False, False, False, False]",Several,Easy,Design,Surprised,Other,Neutral,No,Common,,6,False,1,000008489.jpg,000008489.jpg,,,,,,,,,,,,000008489.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Surprised,,Surprised,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000022959.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022959.jpg,"[[103, 229, 108, 92]]",[True],Yes,Medium,Accident,Neutral,Other,Neutral,No,Somewhat,,1,True,1,000022959.jpg,000022959.jpg,,,,,,,,,,,,000022959.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000027169.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027169.jpg,"[[243, 124, 71, 88]]",[True],Yes,Medium,Accident,Neutral,Other,Neutral,No,Somewhat,,1,True,3,000027169.jpg,000027169.jpg,,,,,,,,,,,,000027169.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000005845.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005845.jpg,"[[163.812, 165.939, 202.105, 221.252]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,Somewhat,Common,['Interesting'],1,True,2,000005845.jpg,000005845.jpg,,,,,,,,,,,,000005845.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Surprised,,Surprised,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
