image_path,model,error,latency_ms,Hard to spot?_x,Accident or design?_x,Emotion?_x,Person or creature?_x,Gender?_x,Amusing?_x,pred_Hard to spot?_norm,pred_Accident or design?_norm,pred_Emotion?_norm,pred_Person or creature?_norm,pred_Gender?_norm,pred_Amusing?_norm,Hard to spot?_y,Accident or design?_y,Emotion?_y,Person or creature?_y,Gender?_y,Amusing?_y,gt_Hard to spot?_norm,gt_Accident or design?_norm,gt_Emotion?_norm,gt_Person or creature?_norm,gt_Gender?_norm,gt_Amusing?_norm,answered_any
000014762.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,No,Easy,Design,Happy,Human-Adult,Male,No,False
000009068.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Alien,Neutral,No,Easy,Design,Happy,Alien,Neutral,No,False
000009068.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Alien,Neutral,No,Easy,Design,Happy,Alien,Neutral,No,False
000009068.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Alien,Neutral,No,Easy,Design,Happy,Alien,Neutral,No,False
000006118.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,False
000006118.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,False
000006118.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,False
000005211.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Angry,Human-Adult,Neutral,Somewhat,Easy,Design,Angry,Human-Adult,Neutral,Somewhat,False
000005211.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Angry,Human-Adult,Neutral,Somewhat,Easy,Design,Angry,Human-Adult,Neutral,Somewhat,False
000005211.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Angry,Human-Adult,Neutral,Somewhat,Easy,Design,Angry,Human-Adult,Neutral,Somewhat,False
000027122.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Other,Neutral,No,Medium,Accident,Neutral,Other,Neutral,No,False
000027122.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Other,Neutral,No,Medium,Accident,Neutral,Other,Neutral,No,False
000027122.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Other,Neutral,No,Medium,Accident,Neutral,Other,Neutral,No,False
000008792.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Alien,Neutral,No,Medium,Accident,Neutral,Alien,Neutral,No,False
000008792.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Alien,Neutral,No,Medium,Accident,Neutral,Alien,Neutral,No,False
000008792.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Alien,Neutral,No,Medium,Accident,Neutral,Alien,Neutral,No,False
000008629.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000008629.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000008629.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000011946.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Surprised,Animal,Neutral,No,Easy,Design,Surprised,Animal,Neutral,No,False
000011946.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Surprised,Animal,Neutral,No,Easy,Design,Surprised,Animal,Neutral,No,False
000011946.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Surprised,Animal,Neutral,No,Easy,Design,Surprised,Animal,Neutral,No,False
000019060.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000019060.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000019060.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000008611.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000008611.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000008611.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000023972.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000023972.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000023972.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000012281.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Scared,Human-Adult,Neutral,Somewhat,Easy,Design,Scared,Human-Adult,Neutral,Somewhat,False
000012281.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Scared,Human-Adult,Neutral,Somewhat,Easy,Design,Scared,Human-Adult,Neutral,Somewhat,False
000012281.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Scared,Human-Adult,Neutral,Somewhat,Easy,Design,Scared,Human-Adult,Neutral,Somewhat,False
000024498.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000024498.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000024498.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000019970.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Surprised,Animal,Neutral,No,Hard,Accident,Surprised,Animal,Neutral,No,False
000019970.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Surprised,Animal,Neutral,No,Hard,Accident,Surprised,Animal,Neutral,No,False
000019970.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Surprised,Animal,Neutral,No,Hard,Accident,Surprised,Animal,Neutral,No,False
000010712.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Angry,Human-Adult,Neutral,No,Medium,Accident,Angry,Human-Adult,Neutral,No,False
000010712.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Angry,Human-Adult,Neutral,No,Medium,Accident,Angry,Human-Adult,Neutral,No,False
000010712.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Angry,Human-Adult,Neutral,No,Medium,Accident,Angry,Human-Adult,Neutral,No,False
000025542.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000025542.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000025542.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000012910.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,No,Medium,Accident,Neutral,Animal,Neutral,No,False
000012910.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,No,Medium,Accident,Neutral,Animal,Neutral,No,False
000012910.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,No,Medium,Accident,Neutral,Animal,Neutral,No,False
000010117.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Surprised,Robot,Neutral,No,Easy,Accident,Surprised,Robot,Neutral,No,False
000010117.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Surprised,Robot,Neutral,No,Easy,Accident,Surprised,Robot,Neutral,No,False
000010117.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Surprised,Robot,Neutral,No,Easy,Accident,Surprised,Robot,Neutral,No,False
000027640.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Scared,Human-Adult,Male,No,Hard,Accident,Scared,Human-Adult,Male,No,False
000027640.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Scared,Human-Adult,Male,No,Hard,Accident,Scared,Human-Adult,Male,No,False
000027640.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Scared,Human-Adult,Male,No,Hard,Accident,Scared,Human-Adult,Male,No,False
000005404.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,No,Easy,Design,Happy,Human-Adult,Neutral,No,False
000005404.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,No,Easy,Design,Happy,Human-Adult,Neutral,No,False
000005404.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,No,Easy,Design,Happy,Human-Adult,Neutral,No,False
000015630.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Scared,Other,Neutral,No,Medium,Accident,Scared,Other,Neutral,No,False
000015630.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Scared,Other,Neutral,No,Medium,Accident,Scared,Other,Neutral,No,False
000015630.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Scared,Other,Neutral,No,Medium,Accident,Scared,Other,Neutral,No,False
000005953.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Male,Somewhat,Easy,Design,Happy,Animal,Male,Somewhat,False
000005953.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Male,Somewhat,Easy,Design,Happy,Animal,Male,Somewhat,False
000005953.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Male,Somewhat,Easy,Design,Happy,Animal,Male,Somewhat,False
000024459.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Surprised,Human-Adult,Male,No,Hard,Accident,Surprised,Human-Adult,Male,No,False
000024459.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Surprised,Human-Adult,Male,No,Hard,Accident,Surprised,Human-Adult,Male,No,False
000024459.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Surprised,Human-Adult,Male,No,Hard,Accident,Surprised,Human-Adult,Male,No,False
000010323.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,Somewhat,Easy,Design,Happy,Other,Neutral,Somewhat,False
000010323.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,Somewhat,Easy,Design,Happy,Other,Neutral,Somewhat,False
000010323.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,Somewhat,Easy,Design,Happy,Other,Neutral,Somewhat,False
000005533.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,Somewhat,Easy,Accident,Neutral,Robot,Neutral,Somewhat,False
000005533.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,Somewhat,Easy,Accident,Neutral,Robot,Neutral,Somewhat,False
000005533.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,Somewhat,Easy,Accident,Neutral,Robot,Neutral,Somewhat,False
000006497.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Happy,Human-Adult,Neutral,Somewhat,Medium,Accident,Happy,Human-Adult,Neutral,Somewhat,False
000006497.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Happy,Human-Adult,Neutral,Somewhat,Medium,Accident,Happy,Human-Adult,Neutral,Somewhat,False
000006497.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Happy,Human-Adult,Neutral,Somewhat,Medium,Accident,Happy,Human-Adult,Neutral,Somewhat,False
000006145.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Happy,Animal,Neutral,Somewhat,Hard,Accident,Happy,Animal,Neutral,Somewhat,False
000006145.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Happy,Animal,Neutral,Somewhat,Hard,Accident,Happy,Animal,Neutral,Somewhat,False
000006145.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Happy,Animal,Neutral,Somewhat,Hard,Accident,Happy,Animal,Neutral,Somewhat,False
000009355.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Other,Neutral,No,Medium,Accident,Neutral,Other,Neutral,No,False
000009355.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Other,Neutral,No,Medium,Accident,Neutral,Other,Neutral,No,False
000009355.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Other,Neutral,No,Medium,Accident,Neutral,Other,Neutral,No,False
000015693.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Robot,Neutral,No,Easy,Design,Neutral,Robot,Neutral,No,False
000015693.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Robot,Neutral,No,Easy,Design,Neutral,Robot,Neutral,No,False
000015693.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Robot,Neutral,No,Easy,Design,Neutral,Robot,Neutral,No,False
000017035.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Angry,Robot,Neutral,No,Hard,Accident,Angry,Robot,Neutral,No,False
000017035.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Angry,Robot,Neutral,No,Hard,Accident,Angry,Robot,Neutral,No,False
000017035.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Angry,Robot,Neutral,No,Hard,Accident,Angry,Robot,Neutral,No,False
000021646.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000021646.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000021646.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000024753.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000024753.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000024753.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000019016.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,Somewhat,Medium,Accident,Neutral,Animal,Neutral,Somewhat,False
000019016.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,Somewhat,Medium,Accident,Neutral,Animal,Neutral,Somewhat,False
000019016.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,Somewhat,Medium,Accident,Neutral,Animal,Neutral,Somewhat,False
000008234.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000008234.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000008234.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000007708.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Old,Male,Somewhat,Easy,Design,Happy,Human-Old,Male,Somewhat,False
000007708.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Old,Male,Somewhat,Easy,Design,Happy,Human-Old,Male,Somewhat,False
000007708.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Old,Male,Somewhat,Easy,Design,Happy,Human-Old,Male,Somewhat,False
000024378.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000024378.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000024378.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000002206.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Happy,Animal,Neutral,Somewhat,Medium,Accident,Happy,Animal,Neutral,Somewhat,False
000002206.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Happy,Animal,Neutral,Somewhat,Medium,Accident,Happy,Animal,Neutral,Somewhat,False
000002206.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Happy,Animal,Neutral,Somewhat,Medium,Accident,Happy,Animal,Neutral,Somewhat,False
000016580.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000016580.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000016580.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000004002.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Scared,Human-Adult,Male,Somewhat,Medium,Accident,Scared,Human-Adult,Male,Somewhat,False
000004002.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Scared,Human-Adult,Male,Somewhat,Medium,Accident,Scared,Human-Adult,Male,Somewhat,False
000004002.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Scared,Human-Adult,Male,Somewhat,Medium,Accident,Scared,Human-Adult,Male,Somewhat,False
000023454.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000023454.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000023454.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000008000.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Human-Adult,Male,No,Medium,Accident,Neutral,Human-Adult,Male,No,False
000008000.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Human-Adult,Male,No,Medium,Accident,Neutral,Human-Adult,Male,No,False
000008000.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Human-Adult,Male,No,Medium,Accident,Neutral,Human-Adult,Male,No,False
000008687.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Young,Male,No,Easy,Design,Neutral,Human-Young,Male,No,False
000008687.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Young,Male,No,Easy,Design,Neutral,Human-Young,Male,No,False
000008687.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Young,Male,No,Easy,Design,Neutral,Human-Young,Male,No,False
000004582.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Other,Neutral,No,Medium,Accident,Neutral,Other,Neutral,No,False
000004582.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Other,Neutral,No,Medium,Accident,Neutral,Other,Neutral,No,False
000004582.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Other,Neutral,No,Medium,Accident,Neutral,Other,Neutral,No,False
000014633.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Sad,Robot,Neutral,No,Medium,Accident,Sad,Robot,Neutral,No,False
000014633.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Sad,Robot,Neutral,No,Medium,Accident,Sad,Robot,Neutral,No,False
000014633.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Sad,Robot,Neutral,No,Medium,Accident,Sad,Robot,Neutral,No,False
000024462.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000024462.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000024462.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000007870.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000007870.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000007870.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000011054.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000011054.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000011054.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000000166.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Happy,Cartoon,Male,No,Easy,Accident,Happy,Cartoon,Male,No,False
000000166.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Happy,Cartoon,Male,No,Easy,Accident,Happy,Cartoon,Male,No,False
000000166.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Happy,Cartoon,Male,No,Easy,Accident,Happy,Cartoon,Male,No,False
000027868.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000027868.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000027868.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000017022.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000017022.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000017022.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Male,No,Hard,Accident,Neutral,Human-Adult,Male,No,False
000022863.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000022863.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000022863.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000027032.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Scared,Alien,Neutral,No,Medium,Accident,Scared,Alien,Neutral,No,False
000027032.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Scared,Alien,Neutral,No,Medium,Accident,Scared,Alien,Neutral,No,False
000027032.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Scared,Alien,Neutral,No,Medium,Accident,Scared,Alien,Neutral,No,False
000019399.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,,Human-Adult,Male,Somewhat,Easy,Design,,Human-Adult,Male,Somewhat,False
000019399.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,,Human-Adult,Male,Somewhat,Easy,Design,,Human-Adult,Male,Somewhat,False
000019399.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,,Human-Adult,Male,Somewhat,Easy,Design,,Human-Adult,Male,Somewhat,False
000022418.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Young,Male,No,Easy,Design,Happy,Human-Young,Male,No,False
000022418.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Young,Male,No,Easy,Design,Happy,Human-Young,Male,No,False
000022418.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Young,Male,No,Easy,Design,Happy,Human-Young,Male,No,False
000002780.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Neutral,No,Hard,Accident,Neutral,Human-Adult,Neutral,No,False
000002780.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Neutral,No,Hard,Accident,Neutral,Human-Adult,Neutral,No,False
000002780.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Adult,Neutral,No,Hard,Accident,Neutral,Human-Adult,Neutral,No,False
000005503.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,Somewhat,Easy,Design,Happy,Other,Neutral,Somewhat,False
000005503.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,Somewhat,Easy,Design,Happy,Other,Neutral,Somewhat,False
000005503.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,Somewhat,Easy,Design,Happy,Other,Neutral,Somewhat,False
000009490.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000009490.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000009490.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000002609.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Surprised,Other,Neutral,No,Hard,Accident,Surprised,Other,Neutral,No,False
000002609.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Surprised,Other,Neutral,No,Hard,Accident,Surprised,Other,Neutral,No,False
000002609.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Surprised,Other,Neutral,No,Hard,Accident,Surprised,Other,Neutral,No,False
000020300.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Adult,Male,No,Easy,Accident,Neutral,Human-Adult,Male,No,False
000020300.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Adult,Male,No,Easy,Accident,Neutral,Human-Adult,Male,No,False
000020300.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Adult,Male,No,Easy,Accident,Neutral,Human-Adult,Male,No,False
000002224.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000002224.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000002224.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
